period,block_number,timestamp,datetime_utc,direction,usd_notional_in,eth_usd,ixs_usd,amount_in,amount_in_unit,amount_out,amount_out_unit,spot_price,spot_price_unit,avg_exec_price,avg_exec_price_unit,gross_slippage_pct,slippage_excl_fees_pct_raw,fee_rate
UniV2 pre,23482725,1759318955,2025-10-01 11:42:35+00:00,ETH->IXS,1000.0,4296.794699925379,0.07692770645787478,0.23273162201986672,ETH,12934.947124503664,IXS,55854.969526204215,IXS_per_ETH,55578.81224838236,IXS_per_ETH,0.4944184558050768,0.19441845580507683,0.003
UniV2 pre,23482725,1759318955,2025-10-01 11:42:35+00:00,ETH->IXS,5000.0,4296.794699925379,0.07692770645787478,1.1636581100993337,ETH,64174.168212828714,IXS,55854.969526204215,IXS_per_ETH,55148.64516980043,IXS_per_ETH,1.264568510904689,0.964568510904689,0.003
UniV2 pre,23482725,1759318955,2025-10-01 11:42:35+00:00,ETH->IXS,10000.0,4296.794699925379,0.07692770645787478,2.3273162201986675,ETH,127118.50188134325,IXS,55854.969526204215,IXS_per_ETH,54620.210514621,IXS_per_ETH,2.210652019072231,1.910652019072231,0.003
UniV2 pre,23482725,1759318955,2025-10-01 11:42:35+00:00,ETH->IXS,50000.0,4296.794699925379,0.07692770645787478,11.636581100993336,ETH,590339.4218148049,IXS,55854.969526204215,IXS_per_ETH,50731.34597621733,IXS_per_ETH,9.173084496238335,8.873084496238334,0.003
UniV2 pre,23482725,1759318955,2025-10-01 11:42:35+00:00,IXS->ETH,1000.0,4296.794699925379,0.07692770645787478,12999.217655703735,IXS,0.231580953928106,ETH,1.7903509902209375e-05,ETH_per_IXS,1.7814991645015962e-05,ETH_per_IXS,0.4944184558050766,0.1944184558050766,0.003
UniV2 pre,23482725,1759318955,2025-10-01 11:42:35+00:00,IXS->ETH,5000.0,4296.794699925379,0.07692770645787478,64996.08827851867,IXS,1.1489428560644288,ETH,1.7903509902209375e-05,ETH_per_IXS,1.767710775363933e-05,ETH_per_IXS,1.264568510904689,0.964568510904689,0.003
UniV2 pre,23482725,1759318955,2025-10-01 11:42:35+00:00,IXS->ETH,10000.0,4296.794699925379,0.07692770645787478,129992.17655703734,IXS,2.27586735718665,ETH,1.7903509902209375e-05,ETH_per_IXS,1.7507725599071384e-05,ETH_per_IXS,2.210652019072231,1.910652019072231,0.003
UniV2 pre,23482725,1759318955,2025-10-01 11:42:35+00:00,IXS->ETH,50000.0,4296.794699925379,0.07692770645787478,649960.8827851868,IXS,10.569147684125916,ETH,1.7903509902209375e-05,ETH_per_IXS,1.626120581108731e-05,ETH_per_IXS,9.173084496238335,8.873084496238334,0.003
UniV2 pre,23483325,1759326227,2025-10-01 13:43:47+00:00,ETH->IXS,1000.0,4296.747385878507,0.07625797098182449,0.23273418476649432,ETH,13048.43707244637,IXS,56344.89523596955,IXS_per_ETH,56065.837880834144,IXS_per_ETH,0.49526643712217305,0.19526643712217306,0.003
UniV2 pre,23483325,1759326227,2025-10-01 13:43:47+00:00,ETH->IXS,5000.0,4296.747385878507,0.07625797098182449,1.1636709238324716,ETH,64735.04069807649,IXS,56344.89523596955,IXS_per_ETH,55630.02337883979,IXS_per_ETH,1.2687428987770994,0.9687428987770994,0.003
UniV2 pre,23483325,1759326227,2025-10-01 13:43:47+00:00,ETH->IXS,10000.0,4296.747385878507,0.07625797098182449,2.3273418476649432,ETH,128224.18104669962,IXS,56344.89523596955,IXS_per_ETH,55094.69147188191,IXS_per_ETH,2.218841225725688,1.9188412257256882,0.003
UniV2 pre,23483325,1759326227,2025-10-01 13:43:47+00:00,ETH->IXS,50000.0,4296.747385878507,0.07625797098182449,11.636709238324716,ETH,595292.5450784827,IXS,56344.89523596955,IXS_per_ETH,51156.43373797868,IXS_per_ETH,9.208396743417229,8.90839674341723,0.003
UniV2 pre,23483325,1759326227,2025-10-01 13:43:47+00:00,IXS->ETH,1000.0,4296.747385878507,0.07625797098182449,13113.383258496902,IXS,0.231581530461636,ETH,1.7747836708401906e-05,ETH_per_IXS,1.7659937629869944e-05,ETH_per_IXS,0.4952664371221732,0.19526643712217323,0.003
UniV2 pre,23483325,1759326227,2025-10-01 13:43:47+00:00,IXS->ETH,5000.0,4296.747385878507,0.07625797098182449,65566.91629248451,IXS,1.1489069316212133,ETH,1.7747836708401906e-05,ETH_per_IXS,1.75226622904775e-05,ETH_per_IXS,1.2687428987770994,0.9687428987770994,0.003
UniV2 pre,23483325,1759326227,2025-10-01 13:43:47+00:00,IXS->ETH,10000.0,4296.747385878507,0.07625797098182449,131133.83258496903,IXS,2.2757018272853875,ETH,1.7747836708401906e-05,ETH_per_IXS,1.7354040390841408e-05,ETH_per_IXS,2.218841225725688,1.9188412257256882,0.003
UniV2 pre,23483325,1759326227,2025-10-01 13:43:47+00:00,IXS->ETH,50000.0,4296.747385878507,0.07625797098182449,655669.1629248451,IXS,10.565154883781892,ETH,1.7747836708401906e-05,ETH_per_IXS,1.6113545490918416e-05,ETH_per_IXS,9.208396743417229,8.90839674341723,0.003
UniV2 pre,23483925,1759333475,2025-10-01 15:44:35+00:00,ETH->IXS,1000.0,4341.007023902495,0.07672105456936268,0.23036129508517036,ETH,12969.883798390887,IXS,56581.691274561905,IXS_per_ETH,56302.35666801402,IXS_per_ETH,0.4936837345359858,0.1936837345359858,0.003
