period,block_number,timestamp,datetime_utc,direction,usd_notional_in,eth_usd,amount_in,amount_in_unit,amount_out,amount_out_unit,spot_price,spot_price_unit,avg_exec_price,avg_exec_price_unit,gross_slippage_pct,slippage_excl_fees_pct_raw,fee_rate,fee_uint24,tick_spacing,hooks,gas_estimate
UniV4 post,23982726,1765374743,2025-12-10 13:52:23+00:00,ETH->IXS,1000.0,3332.6782697973877,0.3000589673064348,ETH,5367.707806350092,IXS,18048.60226248322,IXS_per_ETH,17888.843164844755,IXS_per_ETH,0.8851604978328259,0.18516049783282593,0.007,7000,50,0x0000000000000000000000000000000000000000,73657
UniV4 post,23982726,1765374743,2025-12-10 13:52:23+00:00,ETH->IXS,5000.0,3332.6782697973877,1.5002948365321738,ETH,26686.376554710612,IXS,18048.60226248322,IXS_per_ETH,17787.42144870291,IXS_per_ETH,1.4470971767338219,0.7470971767338218,0.007,7000,50,0x0000000000000000000000000000000000000000,73593
UniV4 post,23982726,1765374743,2025-12-10 13:52:23+00:00,ETH->IXS,10000.0,3332.6782697973877,3.0005896730643475,ETH,53000.61734049823,IXS,18048.60226248322,IXS_per_ETH,17663.40056965251,IXS_per_ETH,2.134246670344171,1.434246670344171,0.007,7000,50,0x0000000000000000000000000000000000000000,73689
UniV4 post,23982726,1765374743,2025-12-10 13:52:23+00:00,ETH->IXS,50000.0,3332.6782697973877,15.002948365321739,ETH,251014.77937305064,IXS,18048.60226248322,IXS_per_ETH,16731.03001229103,IXS_per_ETH,7.300134553526987,6.600134553526987,0.007,7000,50,0x0000000000000000000000000000000000000000,73533
UniV4 post,23982726,1765374743,2025-12-10 13:52:23+00:00,IXS->ETH,1000.0,3332.6782697973877,5415.644956205297,IXS,0.29725607044656166,ETH,5.540595251958391e-05,ETH_per_IXS,5.488839701464603e-05,ETH_per_IXS,0.9341153457382434,0.23411534573824333,0.007,7000,50,0x0000000000000000000000000000000000000000,53555
UniV4 post,23982726,1765374743,2025-12-10 13:52:23+00:00,IXS->ETH,5000.0,3332.6782697973877,27078.224781026485,IXS,1.4723947906348926,ETH,5.540595251958391e-05,ETH_per_IXS,5.4375602630590056e-05,ETH_per_IXS,1.8596375337643747,1.1596375337643747,0.007,7000,50,0x0000000000000000000000000000000000000000,54532
UniV4 post,23982726,1765374743,2025-12-10 13:52:23+00:00,IXS->ETH,10000.0,3332.6782697973877,54156.44956205297,IXS,2.910796961333627,ETH,5.540595251958391e-05,ETH_per_IXS,5.3747928176096704e-05,ETH_per_IXS,2.9925021917115453,2.292502191711545,0.007,7000,50,0x0000000000000000000000000000000000000000,54340
UniV4 post,23982726,1765374743,2025-12-10 13:52:23+00:00,IXS->ETH,50000.0,3332.6782697973877,270782.2478102649,IXS,13.32359744827173,ETH,5.540595251958391e-05,ETH_per_IXS,4.920410239598675e-05,ETH_per_IXS,11.193472617233752,10.493472617233753,0.007,7000,50,0x0000000000000000000000000000000000000000,54472
UniV4 post,23983326,1765381991,2025-12-10 15:53:11+00:00,ETH->IXS,1000.0,3323.0775693837136,0.30092586739871274,ETH,5341.406778906204,IXS,17888.593175590235,IXS_per_ETH,17749.909055937318,IXS_per_ETH,0.775265658353487,0.07526565835348706,0.007,7000,50,0x0000000000000000000000000000000000000000,37643
UniV4 post,23983326,1765381991,2025-12-10 15:53:11+00:00,ETH->IXS,5000.0,3323.0775693837136,1.5046293369935637,ETH,26626.30667756293,IXS,17888.593175590235,IXS_per_ETH,17696.25649514823,IXS_per_ETH,1.0751917635672628,0.37519176356726264,0.007,7000,50,0x0000000000000000000000000000000000000000,37607
UniV4 post,23983326,1765381991,2025-12-10 15:53:11+00:00,ETH->IXS,10000.0,3323.0775693837136,3.0092586739871274,ETH,53052.1627234815,IXS,17888.593175590235,IXS_per_ETH,17629.645195369616,IXS_per_ETH,1.4475592221190625,0.7475592221190626,0.007,7000,50,0x0000000000000000000000000000000000000000,37675
UniV4 post,23983326,1765381991,2025-12-10 15:53:11+00:00,ETH->IXS,50000.0,3323.0775693837136,15.046293369935638,ETH,257506.47703600305,IXS,17888.593175590235,IXS_per_ETH,17114.27995618728,IXS_per_ETH,4.328530543472454,3.628530543472454,0.007,7000,50,0x0000000000000000000000000000000000000000,37643
UniV4 post,23983326,1765381991,2025-12-10 15:53:11+00:00,IXS->ETH,1000.0,3323.0775693837136,5383.140417907184,IXS,0.2985928909869205,ETH,5.590154520169555e-05,ETH_per_IXS,5.546815943972814e-05,ETH_per_IXS,0.7752661583928174,0.07526615839281749,0.007,7000,50,0x0000000000000000000000000000000000000000,36518
UniV4 post,23983326,1765381991,2025-12-10 15:53:11+00:00,IXS->ETH,5000.0,3323.0775693837136,26915.702089535924,IXS,1.4884516788003281,ETH,5.590154520169555e-05,ETH_per_IXS,5.530049611371634e-05,ETH_per_IXS,1.0751922613419636,0.37519226134196354,0.007,7000,50,0x0000000000000000000000000000000000000000,36518
UniV4 post,23983326,1765381991,2025-12-10 15:53:11+00:00,IXS->ETH,10000.0,3323.0775693837136,53831.40417907185,IXS,2.96197936448998,ETH,5.590154520169555e-05,ETH_per_IXS,5.502326030056476e-05,ETH_per_IXS,1.5711281288592216,0.8711281288592216,0.007,7000,50,0x0000000000000000000000000000000000000000,76189
UniV4 post,23983326,1765381991,2025-12-10 15:53:11+00:00,IXS->ETH,50000.0,3323.0775693837136,269157.0208953592,IXS,14.11527139855516,ETH,5.590154520169555e-05,ETH_per_IXS,5.244251608819368e-05,ETH_per_IXS,6.187716459395743,5.487716459395743,0.007,7000,50,0x0000000000000000000000000000000000000000,75993
UniV4 post,23983926,1765389371,2025-12-10 17:56:11+00:00,ETH->IXS,1000.0,3371.2952265287263,0.2966219013188162,ETH,5279.861082076964,IXS,17938.870072621918,IXS_per_ETH,17799.970462740865,IXS_per_ETH,0.7742940849604478,0.07429408496044777,0.007,7000,50,0x0000000000000000000000000000000000000000,37575
UniV4 post,23983926,1765389371,2025-12-10 17:56:11+00:00,ETH->IXS,5000.0,3371.2952265287263,1.483109506594081,ETH,26320.535352694864,IXS,17938.870072621918,IXS_per_ETH,17746.859038844155,IXS_per_ETH,1.070363032902531,0.37036303290253114,0.007,7000,50,0x0000000000000000000000000000000000000000,37643
UniV4 post,23983926,1765389371,2025-12-10 17:56:11+00:00,ETH->IXS,10000.0,3371.2952265287263,2.966219013188162,ETH,52445.46271214933,IXS,17938.870072621918,IXS_per_ETH,17680.913809455935,IXS_per_ETH,1.4379738641380218,0.7379738641380217,0.007,7000,50,0x0000000000000000000000000000000000000000,37579
UniV4 post,23983926,1765389371,2025-12-10 17:56:11+00:00,ETH->IXS,50000.0,3371.2952265287263,14.83109506594081,ETH,254657.10798700037,IXS,17938.870072621918,IXS_per_ETH,17170.485851163696,IXS_per_ETH,4.283347938568994,3.583347938568994,0.007,7000,50,0x0000000000000000000000000000000000000000,37575
UniV4 post,23983926,1765389371,2025-12-10 17:56:11+00:00,IXS->ETH,1000.0,3371.2952265287263,5321.061748452324,IXS,0.2943251739968765,ETH,5.574487110680331e-05,ETH_per_IXS,5.531324158801268e-05,ETH_per_IXS,0.7742945857093377,0.07429458570933778,0.007,7000,50,0x0000000000000000000000000000000000000000,37527
UniV4 post,23983926,1765389371,2025-12-10 17:56:11+00:00,IXS->ETH,5000.0,3371.2952265287263,26605.308742261615,IXS,1.4667578818432734,ETH,5.574487110680331e-05,ETH_per_IXS,5.513027103171252e-05,ETH_per_IXS,1.1025230893677285,0.40252308936772846,0.007,7000,50,0x0000000000000000000000000000000000000000,76221
UniV4 post,23983926,1765389371,2025-12-10 17:56:11+00:00,IXS->ETH,10000.0,3371.2952265287263,53210.61748452323,IXS,2.91683077296172,ETH,5.574487110680331e-05,ETH_per_IXS,5.481670596681396e-05,ETH_per_IXS,1.6650233852205838,0.9650233852205837,0.007,7000,50,0x0000000000000000000000000000000000000000,76221
UniV4 post,23983926,1765389371,2025-12-10 17:56:11+00:00,IXS->ETH,50000.0,3371.2952265287263,266053.0874226162,IXS,13.900737070868573,ETH,5.574487110680331e-05,ETH_per_IXS,5.224798255690876e-05,ETH_per_IXS,6.273022935499743,5.5730229354997425,0.007,7000,50,0x0000000000000000000000000000000000000000,75997
UniV4 post,23984526,1765396607,2025-12-10 19:56:47+00:00,ETH->IXS,1000.0,3389.237204212633,0.2950516413419089,ETH,5242.039628101424,IXS,17905.070807351796,IXS_per_ETH,17766.515733518303,IXS_per_ETH,0.7738314767043858,0.07383147670438583,0.007,7000,50,0x0000000000000000000000000000000000000000,37703
UniV4 post,23984526,1765396607,2025-12-10 19:56:47+00:00,ETH->IXS,5000.0,3389.237204212633,1.4752582067095448,ETH,26132.47785976008,IXS,17905.070807351796,IXS_per_ETH,17713.83324011236,IXS_per_ETH,1.0680637306439338,0.3680637306439338,0.007,7000,50,0x0000000000000000000000000000000000000000,37575
UniV4 post,23984526,1765396607,2025-12-10 19:56:47+00:00,ETH->IXS,10000.0,3389.237204212633,2.9505164134190895,ETH,52071.946576415416,IXS,17905.070807351796,IXS_per_ETH,17648.417863255978,IXS_per_ETH,1.4334092663316222,0.7334092663316223,0.007,7000,50,0x0000000000000000000000000000000000000000,37671
UniV4 post,23984526,1765396607,2025-12-10 19:56:47+00:00,ETH->IXS,50000.0,3389.237204212633,14.752582067095446,ETH,252888.59876156,IXS,17905.070807351796,IXS_per_ETH,17141.9889488776,IXS_per_ETH,4.261819831289792,3.5618198312897915,0.007,7000,50,0x0000000000000000000000000000000000000000,37639
UniV4 post,23984526,1765396607,2025-12-10 19:56:47+00:00,IXS->ETH,1000.0,3389.237204212633,5282.920530052246,IXS,0.29276843739258673,ETH,5.585010027379514e-05,ETH_per_IXS,5.541791433869844e-05,ETH_per_IXS,0.7738319769848034,0.0738319769848035,0.007,7000,50,0x0000000000000000000000000000000000000000,37495
UniV4 post,23984526,1765396607,2025-12-10 19:56:47+00:00,IXS->ETH,5000.0,3389.237204212633,26414.602650261233,IXS,1.4594637123389773,ETH,5.585010027379514e-05,ETH_per_IXS,5.5252154713920846e-05,ETH_per_IXS,1.070625758849082,0.370625758849082,0.007,7000,50,0x0000000000000000000000000000000000000000,76189
UniV4 post,23984526,1765396607,2025-12-10 19:56:47+00:00,IXS->ETH,10000.0,3389.237204212633,52829.205300522466,IXS,2.903854459430857,ETH,5.585010027379514e-05,ETH_per_IXS,5.4966839703760194e-05,ETH_per_IXS,1.5814843047817604,0.8814843047817603,0.007,7000,50,0x0000000000000000000000000000000000000000,76157
UniV4 post,23984526,1765396607,2025-12-10 19:56:47+00:00,IXS->ETH,50000.0,3389.237204212633,264146.02650261234,IXS,13.847955757860186,ETH,5.585010027379514e-05,ETH_per_IXS,5.242537978409921e-05,ETH_per_IXS,6.131986286339416,5.4319862863394155,0.007,7000,50,0x0000000000000000000000000000000000000000,75176
UniV4 post,23985126,1765403867,2025-12-10 21:57:47+00:00,ETH->IXS,1000.0,3350.435296367529,0.29846867990084114,ETH,5304.220389273284,IXS,17910.19689337784,IXS_per_ETH,17771.447211933526,IXS_per_ETH,0.7746965724068423,0.0746965724068423,0.007,7000,50,0x0000000000000000000000000000000000000000,37543
UniV4 post,23985126,1765403867,2025-12-10 21:57:47+00:00,ETH->IXS,5000.0,3350.435296367529,1.4923433995042057,ETH,26441.541055994643,IXS,17910.19689337784,IXS_per_ETH,17718.13448887112,IXS_per_ETH,1.0723634455282571,0.37236344552825706,0.007,7000,50,0x0000000000000000000000000000000000000000,37575
UniV4 post,23985126,1765403867,2025-12-10 21:57:47+00:00,ETH->IXS,10000.0,3350.435296367529,2.9846867990084114,ETH,52685.517419726115,IXS,17910.19689337784,IXS_per_ETH,17651.941717043668,IXS_per_ETH,1.441944931547128,0.741944931547128,0.007,7000,50,0x0000000000000000000000000000000000000000,37703
UniV4 post,23985126,1765403867,2025-12-10 21:57:47+00:00,ETH->IXS,50000.0,3350.435296367529,14.923433995042059,ETH,255782.996507758,IXS,17910.19689337784,IXS_per_ETH,17139.687594204897,IXS_per_ETH,4.302070511898357,3.602070511898357,0.007,7000,50,0x0000000000000000000000000000000000000000,37639
UniV4 post,23985126,1765403867,2025-12-10 21:57:47+00:00,IXS->ETH,1000.0,3350.435296367529,5345.632823530631,IXS,0.29615645177456684,ETH,5.583411538986165e-05,ETH_per_IXS,5.540157013233923e-05,ETH_per_IXS,0.774697072752329,0.074697072752329,0.007,7000,50,0x0000000000000000000000000000000000000000,37527
UniV4 post,23985126,1765403867,2025-12-10 21:57:47+00:00,IXS->ETH,5000.0,3350.435296367529,26728.164117653156,IXS,1.4762557806408978,ETH,5.583411538986165e-05,ETH_per_IXS,5.523221775138214e-05,ETH_per_IXS,1.078010521482707,0.3780105214827068,0.007,7000,50,0x0000000000000000000000000000000000000000,76157
UniV4 post,23985126,1765403867,2025-12-10 21:57:47+00:00,IXS->ETH,10000.0,3350.435296367529,53456.32823530631,IXS,2.936776023162782,ETH,5.583411538986165e-05,ETH_per_IXS,5.493785525701575e-05,ETH_per_IXS,1.605219544695497,0.905219544695497,0.007,7000,50,0x0000000000000000000000000000000000000000,76121
UniV4 post,23985126,1765403867,2025-12-10 21:57:47+00:00,IXS->ETH,50000.0,3350.435296367529,267281.64117653156,IXS,13.996332482669562,ETH,5.583411538986165e-05,ETH_per_IXS,5.236548391823665e-05,ETH_per_IXS,6.212387260737056,5.512387260737055,0.007,7000,50,0x0000000000000000000000000000000000000000,76061
UniV4 post,23985726,1765411151,2025-12-10 23:59:11+00:00,ETH->IXS,1000.0,3324.3366877254166,0.3008118893890443,ETH,5389.945055835918,IXS,18067.262340592883,IXS_per_ETH,17917.99209393956,IXS_per_ETH,0.8261918371437397,0.1261918371437397,0.007,7000,50,0x0000000000000000000000000000000000000000,59361
UniV4 post,23985726,1765411151,2025-12-10 23:59:11+00:00,ETH->IXS,5000.0,3324.3366877254166,1.5040594469452215,ETH,26858.58777660085,IXS,18067.262340592883,IXS_per_ETH,17857.397745249524,IXS_per_ETH,1.1615738532331075,0.4615738532331075,0.007,7000,50,0x0000000000000000000000000000000000000000,59297
UniV4 post,23985726,1765411151,2025-12-10 23:59:11+00:00,ETH->IXS,10000.0,3324.3366877254166,3.008118893890443,ETH,53511.821599895986,IXS,18067.262340592883,IXS_per_ETH,17789.131177155163,IXS_per_ETH,1.5394206282864773,0.8394206282864772,0.007,7000,50,0x0000000000000000000000000000000000000000,58348
UniV4 post,23985726,1765411151,2025-12-10 23:59:11+00:00,ETH->IXS,50000.0,3324.3366877254166,15.040594469452216,ETH,259697.46321121856,IXS,18067.262340592883,IXS_per_ETH,17266.436093245513,IXS_per_ETH,4.432471462752295,3.732471462752294,0.007,7000,50,0x0000000000000000000000000000000000000000,59361
UniV4 post,23985726,1765411151,2025-12-10 23:59:11+00:00,IXS->ETH,1000.0,3324.3366877254166,5434.847320761272,IXS,0.29832563432143605,ETH,5.534872860916153e-05,ETH_per_IXS,5.489126312377232e-05,ETH_per_IXS,0.8265148936293382,0.1265148936293382,0.007,7000,50,0x0000000000000000000000000000000000000000,37340
UniV4 post,23985726,1765411151,2025-12-10 23:59:11+00:00,IXS->ETH,5000.0,3324.3366877254166,27174.236603806363,IXS,1.4840650013505152,ETH,5.534872860916153e-05,ETH_per_IXS,5.461294177230497e-05,ETH_per_IXS,1.3293653808242414,0.6293653808242414,0.007,7000,50,0x0000000000000000000000000000000000000000,37468
UniV4 post,23985726,1765411151,2025-12-10 23:59:11+00:00,IXS->ETH,10000.0,3324.3366877254166,54348.473207612726,IXS,2.9494364282127683,ETH,5.534872860916153e-05,ETH_per_IXS,5.426898409723189e-05,ETH_per_IXS,1.9508027357848143,1.2508027357848144,0.007,7000,50,0x0000000000000000000000000000000000000000,37464
UniV4 post,23985726,1765411151,2025-12-10 23:59:11+00:00,IXS->ETH,50000.0,3324.3366877254166,271742.3660380636,IXS,14.039790306718615,ETH,5.534872860916153e-05,ETH_per_IXS,5.166581314285026e-05,ETH_per_IXS,6.654019990807256,5.9540199908072555,0.007,7000,50,0x0000000000000000000000000000000000000000,37368
UniV4 post,23986326,1765418471,2025-12-11 02:01:11+00:00,ETH->IXS,1000.0,3253.7928277198257,0.30733364198260105,ETH,5525.841498553097,IXS,18130.330626937844,IXS_per_ETH,17979.943435108642,IXS_per_ETH,0.829478485106936,0.12947848510693602,0.007,7000,50,0x0000000000000000000000000000000000000000,36981
UniV4 post,23986326,1765418471,2025-12-11 02:01:11+00:00,ETH->IXS,5000.0,3253.7928277198257,1.5366682099130051,ETH,27507.74528599435,IXS,18130.330626937844,IXS_per_ETH,17900.900863662453,IXS_per_ETH,1.2654472110646784,0.5654472110646783,0.007,7000,50,0x0000000000000000000000000000000000000000,59293
UniV4 post,23986326,1765418471,2025-12-11 02:01:11+00:00,ETH->IXS,10000.0,3253.7928277198257,3.0733364198260102,ETH,54788.485507849626,IXS,18130.330626937844,IXS_per_ETH,17827.038118707274,IXS_per_ETH,1.6728459864926137,0.9728459864926137,0.007,7000,50,0x0000000000000000000000000000000000000000,59325
UniV4 post,23986326,1765418471,2025-12-11 02:01:11+00:00,ETH->IXS,50000.0,3253.7928277198257,15.366682099130053,ETH,265670.6824918274,IXS,18130.330626937844,IXS_per_ETH,17288.74722454678,IXS_per_ETH,4.641853586170396,3.941853586170396,0.007,7000,50,0x0000000000000000000000000000000000000000,59393
UniV4 post,23986326,1765418471,2025-12-11 02:01:11+00:00,IXS->ETH,1000.0,3253.7928277198257,5572.060541925503,IXS,0.3047843729569699,ETH,5.5156192160898107e-05,ETH_per_IXS,5.469868294927885e-05,ETH_per_IXS,0.8294793271526809,0.12947932715268096,0.007,7000,50,0x0000000000000000000000000000000000000000,37400
UniV4 post,23986326,1765418471,2025-12-11 02:01:11+00:00,IXS->ETH,5000.0,3253.7928277198257,27860.30270962751,IXS,1.5160148378977938,ETH,5.5156192160898107e-05,ETH_per_IXS,5.4414873151177715e-05,ETH_per_IXS,1.3440358746264924,0.6440358746264925,0.007,7000,50,0x0000000000000000000000000000000000000000,37432
UniV4 post,23986326,1765418471,2025-12-11 02:01:11+00:00,IXS->ETH,10000.0,3253.7928277198257,55720.60541925502,IXS,3.012491395151968,ETH,5.5156192160898107e-05,ETH_per_IXS,5.406422583683845e-05,ETH_per_IXS,1.9797710488683526,1.2797710488683525,0.007,7000,50,0x0000000000000000000000000000000000000000,37244
UniV4 post,23986326,1765418471,2025-12-11 02:01:11+00:00,IXS->ETH,50000.0,3253.7928277198257,278603.0270962751,IXS,14.32402910900569,ETH,5.5156192160898107e-05,ETH_per_IXS,5.1413759779630185e-05,ETH_per_IXS,6.785153642134571,6.085153642134571,0.007,7000,50,0x0000000000000000000000000000000000000000,37400
UniV4 post,23986926,1765425731,2025-12-11 04:02:11+00:00,ETH->IXS,1000.0,3188.619877563555,0.3136153064328591,ETH,5729.21283252745,IXS,18421.767975850027,IXS_per_ETH,18268.281920589223,IXS_per_ETH,0.8331776595059569,0.13317765950595695,0.007,7000,50,0x0000000000000000000000000000000000000000,37994
UniV4 post,23986926,1765425731,2025-12-11 04:02:11+00:00,ETH->IXS,5000.0,3188.619877563555,1.5680765321642955,ETH,28493.207334264316,IXS,18421.767975850027,IXS_per_ETH,18170.801456314974,IXS_per_ETH,1.3623367738865204,0.6623367738865205,0.007,7000,50,0x0000000000000000000000000000000000000000,37930
UniV4 post,23986926,1765425731,2025-12-11 04:02:11+00:00,ETH->IXS,10000.0,3188.619877563555,3.136153064328591,ETH,56619.038025998685,IXS,18421.767975850027,IXS_per_ETH,18053.65900982262,IXS_per_ETH,1.9982282184314857,1.2982282184314857,0.007,7000,50,0x0000000000000000000000000000000000000000,59329
UniV4 post,23986926,1765425731,2025-12-11 04:02:11+00:00,ETH->IXS,50000.0,3188.619877563555,15.680765321642957,ETH,273617.1438701687,IXS,18421.767975850027,IXS_per_ETH,17449.22127573174,IXS_per_ETH,5.279334216961412,4.579334216961412,0.007,7000,50,0x0000000000000000000000000000000000000000,59229
UniV4 post,23986926,1765425731,2025-12-11 04:02:11+00:00,IXS->ETH,1000.0,3188.619877563555,5777.348408781238,IXS,0.3110023311010938,ETH,5.428360629180367e-05,ETH_per_IXS,5.383132695068003e-05,ETH_per_IXS,0.8331785082450033,0.13317850824500327,0.007,7000,50,0x0000000000000000000000000000000000000000,37436
UniV4 post,23986926,1765425731,2025-12-11 04:02:11+00:00,IXS->ETH,5000.0,3188.619877563555,28886.742043906186,IXS,1.5467140357213711,ETH,5.428360629180367e-05,ETH_per_IXS,5.3544080304052796e-05,ETH_per_IXS,1.3623376158457907,0.6623376158457907,0.007,7000,50,0x0000000000000000000000000000000000000000,36455
UniV4 post,23986926,1765425731,2025-12-11 04:02:11+00:00,IXS->ETH,10000.0,3188.619877563555,57773.48408781237,IXS,3.0729314271612393,ETH,5.428360629180367e-05,ETH_per_IXS,5.3189304326714316e-05,ETH_per_IXS,2.015897689639292,1.3158976896392924,0.007,7000,50,0x0000000000000000000000000000000000000000,37272
UniV4 post,23986926,1765425731,2025-12-11 04:02:11+00:00,IXS->ETH,50000.0,3188.619877563555,288867.4204390619,IXS,14.591221160315746,ETH,5.428360629180367e-05,ETH_per_IXS,5.051182697632681e-05,ETH_per_IXS,6.948284340582514,6.248284340582514,0.007,7000,50,0x0000000000000000000000000000000000000000,36455
UniV4 post,23987526,1765433015,2025-12-11 06:03:35+00:00,ETH->IXS,1000.0,3211.071931052644,0.3114224849121281,ETH,5683.00679314248,IXS,18401.6778841703,IXS_per_ETH,18248.543597441316,IXS_per_ETH,0.8321756727451342,0.13217567274513417,0.007,7000,50,0x0000000000000000000000000000000000000000,37930
UniV4 post,23987526,1765433015,2025-12-11 06:03:35+00:00,ETH->IXS,5000.0,3211.071931052644,1.5571124245606405,ETH,28264.54465249936,IXS,18401.6778841703,IXS_per_ETH,18151.89719552496,IXS_per_ETH,1.3573799640314883,0.6573799640314882,0.007,7000,50,0x0000000000000000000000000000000000000000,37958
UniV4 post,23987526,1765433015,2025-12-11 06:03:35+00:00,ETH->IXS,10000.0,3211.071931052644,3.114224849121281,ETH,56171.57374122871,IXS,18401.6778841703,IXS_per_ETH,18037.09637635133,IXS_per_ETH,1.9812405700927898,1.2812405700927898,0.007,7000,50,0x0000000000000000000000000000000000000000,59361
UniV4 post,23987526,1765433015,2025-12-11 06:03:35+00:00,ETH->IXS,50000.0,3211.071931052644,15.571124245606404,ETH,271585.5945735161,IXS,18401.6778841703,IXS_per_ETH,17441.61759226522,IXS_per_ETH,5.217243220689991,4.51724322068999,0.007,7000,50,0x0000000000000000000000000000000000000000,59197
UniV4 post,23987526,1765433015,2025-12-11 06:03:35+00:00,IXS->ETH,1000.0,3211.071931052644,5730.696253240867,IXS,0.3088309001114684,ETH,5.434287059552495e-05,ETH_per_IXS,5.389064198557304e-05,ETH_per_IXS,0.8321765210340989,0.13217652103409894,0.007,7000,50,0x0000000000000000000000000000000000000000,37500
UniV4 post,23987526,1765433015,2025-12-11 06:03:35+00:00,IXS->ETH,5000.0,3211.071931052644,28653.481266204337,IXS,1.5359764793881212,ETH,5.434287059552495e-05,ETH_per_IXS,5.3605230900852027e-05,ETH_per_IXS,1.3573808055948828,0.6573808055948829,0.007,7000,50,0x0000000000000000000000000000000000000000,37212
UniV4 post,23987526,1765433015,2025-12-11 06:03:35+00:00,IXS->ETH,10000.0,3211.071931052644,57306.962532408674,IXS,3.0517499321850163,ETH,5.434287059552495e-05,ETH_per_IXS,5.325269037700554e-05,ETH_per_IXS,2.0061145216888465,1.3061145216888466,0.007,7000,50,0x0000000000000000000000000000000000000000,37244
UniV4 post,23987526,1765433015,2025-12-11 06:03:35+00:00,IXS->ETH,50000.0,3211.071931052644,286534.8126620434,IXS,14.496070043156868,ETH,5.434287059552495e-05,ETH_per_IXS,5.059095580212942e-05,ETH_per_IXS,6.904152747691784,6.204152747691784,0.007,7000,50,0x0000000000000000000000000000000000000000,37272
UniV4 post,23988126,1765440227,2025-12-11 08:03:47+00:00,ETH->IXS,1000.0,3200.436074659427,0.3124574203865061,ETH,5703.192975021986,IXS,18405.95801874013,IXS_per_ETH,18252.704538004582,IXS_per_ETH,0.8326297418450562,0.13262974184505624,0.007,7000,50,0x0000000000000000000000000000000000000000,37958
UniV4 post,23988126,1765440227,2025-12-11 08:03:47+00:00,ETH->IXS,5000.0,3200.436074659427,1.5622871019325306,ETH,28364.42495970367,IXS,18405.95801874013,IXS_per_ETH,18155.705775601175,IXS_per_ETH,1.3596262845115556,0.6596262845115556,0.007,7000,50,0x0000000000000000000000000000000000000000,37962
UniV4 post,23988126,1765440227,2025-12-11 08:03:47+00:00,ETH->IXS,10000.0,3200.436074659427,3.1245742038650612,ETH,56368.064236958075,IXS,18405.95801874013,IXS_per_ETH,18040.23862426805,IXS_per_ETH,1.9869620157761816,1.2869620157761816,0.007,7000,50,0x0000000000000000000000000000000000000000,58348
UniV4 post,23988126,1765440227,2025-12-11 08:03:47+00:00,ETH->IXS,50000.0,3200.436074659427,15.622871019325306,ETH,272494.13401358225,IXS,18405.95801874013,IXS_per_ETH,17442.00113260298,IXS_per_ETH,5.23720028675329,4.53720028675329,0.007,7000,50,0x0000000000000000000000000000000000000000,59201
UniV4 post,23988126,1765440227,2025-12-11 08:03:47+00:00,IXS->ETH,1000.0,3200.436074659427,5751.078162277868,IXS,0.30985580432293436,ETH,5.43302336657426e-05,ETH_per_IXS,5.38778635204999e-05,ETH_per_IXS,0.8326305902268502,0.13263059022685017,0.007,7000,50,0x0000000000000000000000000000000000000000,37500
UniV4 post,23988126,1765440227,2025-12-11 08:03:47+00:00,IXS->ETH,5000.0,3200.436074659427,28755.390811389338,IXS,1.5410458227064052,ETH,5.43302336657426e-05,ETH_per_IXS,5.359154507112569e-05,ETH_per_IXS,1.359627126144105,0.659627126144105,0.007,7000,50,0x0000000000000000000000000000000000000000,37240
UniV4 post,23988126,1765440227,2025-12-11 08:03:47+00:00,IXS->ETH,10000.0,3200.436074659427,57510.781622778675,IXS,3.0617531345530047,ETH,5.43302336657426e-05,ETH_per_IXS,5.323789814987171e-05,ETH_per_IXS,2.010548164749853,1.310548164749853,0.007,7000,50,0x0000000000000000000000000000000000000000,37276
UniV4 post,23988126,1765440227,2025-12-11 08:03:47+00:00,IXS->ETH,50000.0,3200.436074659427,287553.90811389335,IXS,14.54111892085681,ETH,5.43302336657426e-05,ETH_per_IXS,5.056832305369821e-05,ETH_per_IXS,6.924156879554212,6.2241568795542115,0.007,7000,50,0x0000000000000000000000000000000000000000,37276
UniV4 post,23988726,1765447499,2025-12-11 10:04:59+00:00,ETH->IXS,1000.0,3200.642764013288,0.31243724268249773,ETH,5675.640331335194,IXS,18318.16010641889,IXS_per_ETH,18165.69715762997,IXS_per_ETH,0.8323049252937713,0.13230492529377133,0.007,7000,50,0x0000000000000000000000000000000000000000,37994
UniV4 post,23988726,1765447499,2025-12-11 10:04:59+00:00,ETH->IXS,5000.0,3200.642764013288,1.5621862134124886,ETH,28227.761221910052,IXS,18318.16010641889,IXS_per_ETH,18069.39593984026,IXS_per_ETH,1.3580193924141086,0.6580193924141087,0.007,7000,50,0x0000000000000000000000000000000000000000,37990
UniV4 post,23988726,1765447499,2025-12-11 10:04:59+00:00,ETH->IXS,10000.0,3200.642764013288,3.1243724268249773,ETH,56129.46513107673,IXS,18318.16010641889,IXS_per_ETH,17965.03664197169,IXS_per_ETH,1.927723430714339,1.227723430714339,0.007,7000,50,0x0000000000000000000000000000000000000000,59297
UniV4 post,23988726,1765447499,2025-12-11 10:04:59+00:00,ETH->IXS,50000.0,3200.642764013288,15.621862134124887,ETH,271642.2755728588,IXS,18318.16010641889,IXS_per_ETH,17388.59767424748,IXS_per_ETH,5.074540383811156,4.374540383811156,0.007,7000,50,0x0000000000000000000000000000000000000000,58348
