block_number,timestamp,datetime_utc,vault_owner,vault,module,poolKey_currency0,poolKey_currency1,poolKey_symbol0,poolKey_symbol1,fee_uint24,fee_rate,tick_spacing,hooks,vault_underlying0_raw,vault_underlying1_raw,vault_underlying0,vault_underlying1,underlying_mapping_mode,amt_eth,amt_ixs,eth_usd,spot_ixs_per_eth,spot_eth_per_ixs,ixs_usd,value_eth_usd,value_ixs_usd,value_total_usd,ixs_symbol,eth_symbol,hold_value_usd,full_range_lp_amt_ixs,full_range_lp_amt_eth,full_range_lp_value_usd,vault_value_index,hold_value_index,full_range_lp_value_index
24108126,1766888699,2025-12-28 02:24:59+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3798973724798316213172494,116337658349904194163,3798973.724798316213172494,116.337658349904194163,u0_ixs_u1_eth,116.33765834990419,3798973.724798316,2943.4842502439833,21926.82091018093,4.56062465277712e-05,0.1342412683672389,342438.06506320846,509979.05131073995,852417.1163739484,IXS,ETH,460270.55167843815,1705858.1547258357,77.79778754583532,457993.1246899876,1.4629237189643332,0.7899192710435875,0.8013131671772049
24108726,1766895947,2025-12-28 04:25:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3799808401904200441615676,116299732190156197257,3799808.401904200441615676,116.299732190156197257,u0_ixs_u1_eth,116.29973219015619,3799808.4019042007,2942.485656526063,21934.486943341108,4.559030729020908e-05,0.13414882527805583,342210.29382735706,509739.8333971351,851950.1272244921,IXS,ETH,460026.00940678106,1706156.3288758337,77.78419131858428,457757.7345188267,1.4621222691927183,0.7894995860294968,0.8009013242184203
24109326,1766903171,2025-12-28 06:26:11+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3803917224810566713430602,116113228073168603072,3803917.224810566713430602,116.113228073168603072,u0_ixs_u1_eth,116.1132280731686,3803917.2248105668,2937.611296721058,21972.243670185217,4.551196568773399e-05,0.13369646454026857,341095.5304864888,508570.28436100273,849665.8148474914,IXS,ETH,458830.2229459902,1707624.1357306747,77.71733107292089,456606.61942164577,1.4582019176492704,0.7874473696407073,0.7988873121414226
24109926,1766910395,2025-12-28 08:26:35+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3845022849810566713430602,114264895348181935865,3845022.849810566713430602,114.264895348181935865,u0_ixs_u1_eth,114.26489534818194,3845022.8498105668,2939.623105223705,22351.757985439068,4.4739210251446204e-05,0.1315164161646125,335895.72648148425,505683.6252781308,841579.3517596151,IXS,ETH,454863.21525382495,1722308.418680114,77.05471846116545,453023.661509899,1.444323877865055,0.7806391656115936,0.7926185032939801
24110526,1766917655,2025-12-28 10:27:35+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3850977916399609264710134,113999733655914015357,3850977.916399609264710134,113.999733655914015357,u0_ixs_u1_eth,113.99973365591401,3850977.9163996093,2939.947485995521,22407.008585529675,4.462889350815863e-05,0.1312066032720728,335153.2303658634,505273.7316865571,840426.9620524206,IXS,ETH,454302.1618888583,1724435.7645792284,76.95966009906648,452514.71846264065,1.4423461392629529,0.7796762822303848,0.7917280472082311
24111126,1766924855,2025-12-28 12:27:35+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3793630813996944895056771,116599709983679191596,3793630.813996944895056771,116.599709983679191596,u0_ixs_u1_eth,116.59970998367919,3793630.813996945,2942.2091767966645,21875.862929507854,4.5712482438858345e-05,0.13449568532576542,343060.73672581057,510226.9762014604,853287.7129272709,IXS,ETH,460660.2574694851,1703874.7926439901,77.88834653675181,458327.6158918998,1.4644178423495158,0.7905880866201277,0.8018983991161748
24111726,1766932067,2025-12-28 14:27:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3707761079671223889688422,120611341623219875260,3707761.079671223889688422,120.61134162321987526,u0_ixs_u1_eth,120.61134162321987,3707761.079671224,2943.5364107781493,21092.54839752176,4.741010811749488e-05,0.13955337948277485,355023.87562074984,517430.5889828214,872454.4646035712,IXS,ETH,470285.80243567924,1673091.1745727244,79.32143347691937,466971.0551888579,1.4973119444318799,0.8071075085891555,0.817021118967128
24112326,1766939303,2025-12-28 16:28:23+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3704751480112843144542309,120754622379219875260,3704751.480112843144542309,120.75462237921987526,u0_ixs_u1_eth,120.75462237921988,3704751.480112843,2940.8904218124903,21065.353486272223,4.7471313531561465e-05,0.13960793127582677,355126.1123446319,517212.6900296113,872338.8023742433,IXS,ETH,470202.29314422584,1672012.257022972,79.37261808175123,466852.34454160614,1.4971134441725327,0.8069641894078833,0.8168134206424177
24112926,1766946527,2025-12-28 18:28:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3702697630406996412171595,120852508079013250907,3702697.630406996412171595,120.852508079013250907,u0_ixs_u1_eth,120.85250807901325,3702697.6304069962,2933.9733143049866,21046.804855363967,4.751315018465338e-05,0.13940231472033807,354578.0336706527,516164.6203882461,870742.6540588988,IXS,ETH,469327.69484338467,1671275.9682080608,79.40758607747158,465959.4770093556,1.4943741242027093,0.8054631981979589,0.8152512432393799
24113526,1766953727,2025-12-28 20:28:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3721631130406996412173130,119959690718845872378,3721631.13040699641217313,119.959690718845872378,u0_ixs_u1_eth,119.95969071884588,3721631.1304069962,2933.0725166820116,21217.502804401272,4.7130899862191324e-05,0.13823834707228538,351850.471957121,514472.1358802242,866322.6078373452,IXS,ETH,467070.5685761951,1678039.637930958,79.08751814011177,463938.8517387038,1.4867884125455624,0.8015895036304269,0.8117159202224672
24114126,1766960963,2025-12-28 22:29:23+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3721631130406996412173130,119959690718845872378,3721631.13040699641217313,119.959690718845872378,u0_ixs_u1_eth,119.95969071884588,3721631.1304069962,2939.016608485028,21217.502804401272,4.7130899862191324e-05,0.13851849746782502,352563.5233714153,515514.7523134603,868078.2756848756,IXS,ETH,468017.12217223254,1678039.637930958,79.08751814011177,464879.0586752988,1.4898015009590153,0.803213984979188,0.813360923515202
24114726,1766968211,2025-12-29 00:30:11+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3692910358931985786898345,121326484053965004125,3692910.358931985786898345,121.326484053965004125,u0_ixs_u1_eth,121.326484053965,3692910.3589319857,2962.6330655353363,20957.9275633221,4.77146414872658e-05,0.1413609745803378,359445.8533834224,522033.40737645054,881479.260759873,IXS,ETH,475037.24382216355,1667743.469359129,79.57578173319969,471507.6843572004,1.5128003574426765,0.815261962752541,0.824958488528415
24115326,1766975423,2025-12-29 02:30:23+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3697485713830265400757420,121109152405253976594,3697485.71383026540075742,121.109152405253976594,u0_ixs_u1_eth,121.10915240525398,3697485.713830265,3004.328754615695,20999.027212952333,4.7621253587556366e-05,0.1430699014839414,363851.70901823905,528998.9168159768,892850.6258342158,IXS,ETH,481194.07438866794,1669377.9368055866,79.49787006209048,477675.47391648125,1.532315967071708,0.8258283548349739,0.8357497662131516
24115926,1766982671,2025-12-29 04:31:11+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3702500361568602363926450,120871442428528678989,3702500.36156860236392645,120.871442428528678989,u0_ixs_u1_eth,120.87144242852868,3702500.3615686023,3041.621134897968,21044.119200502126,4.751921382274529e-05,0.14453544507699773,367645.1338962158,535142.537657063,902787.6715532788,IXS,ETH,486582.1418248392,1671169.3341214124,79.41265292213025,483086.40701253654,1.5493699886294743,0.8350753907054929,0.8452168339546574
24116526,1766989907,2025-12-29 06:31:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3704397697568602363926450,120781635605640948846,3704397.69756860236392645,120.781635605640948846,u0_ixs_u1_eth,120.78163560564094,3704397.6975686024,3034.4967359822667,21061.19276061222,4.748069168571303e-05,0.14408000394247655,366511.479011917,533729.6348701853,900241.1138821023,IXS,ETH,485222.1098245332,1671847.1250241757,79.38045788891861,481759.4807294026,1.5449995700312156,0.8327412950690025,0.8428952194036345
24117126,1766997131,2025-12-29 08:32:11+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3704397697568602363926450,120781635605640948846,3704397.69756860236392645,120.781635605640948846,u0_ixs_u1_eth,120.78163560564094,3704397.6975686024,3020.818281342116,21061.19276061222,4.748069168571303e-05,0.14343054145497053,364859.37288792204,531323.7675268109,896183.1404147329,IXS,ETH,483034.89751320245,1671847.1250241757,79.38045788891861,479587.87674430665,1.538035249955622,0.8289875872806515,0.839095741260093
24117726,1767004355,2025-12-29 10:32:35+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3704397697568602363926450,120781635605640948846,3704397.69756860236392645,120.781635605640948846,u0_ixs_u1_eth,120.78163560564094,3704397.6975686024,2970.10780772358,21061.19276061222,4.748069168571303e-05,0.14102277309185235,358734.47894193855,522404.4359461973,881138.9148881359,IXS,ETH,474926.1911476237,1671847.1250241757,79.38045788891861,471537.0355131001,1.5122162536760442,0.8150713734406677,0.8250098418488611
24118326,1767011567,2025-12-29 12:32:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3704893954568602363926450,120758158228472351945,3704893.95456860236392645,120.758158228472351945,u0_ixs_u1_eth,120.75815822847235,3704893.954568602,2929.103201221377,21065.659571390435,4.747062377093162e-05,0.13904635605141138,353713.1078406159,515152.0039396675,868865.1117802834,IXS,ETH,468313.893533456,1672024.4043674404,79.3720414355428,464977.80131264834,1.4911518741094347,0.8037233058915717,0.8135336854437212
24118926,1767018791,2025-12-29 14:33:11+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3718676108269616413715994,120112532146259523517,3718676.108269616413715994,120.112532146259523517,u0_ixs_u1_eth,120.11253214625953,3718676.1082696165,2947.4254047164573,21189.478916104705,4.719323226207168e-05,0.13909853169991437,354022.72867270745,517262.3865278555,871285.115200563,IXS,ETH,469702.41391393717,1676931.1018868804,79.13979897883932,466517.3080687691,1.4953050994911137,0.8061062934687242,0.8162272346874415
24119526,1767026087,2025-12-29 16:34:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3745416910137104640007969,118862102852201465978,3745416.910137104640007969,118.862102852201465978,u0_ixs_u1_eth,118.86210285220146,3745416.910137105,2932.256882137443,21431.57970007549,4.66601162394239e-05,0.1368194469643838,348534.21911369637,512445.8702960098,860980.0894097062,IXS,ETH,464338.97557656164,1686483.7969487393,78.69153000153314,461487.56082584127,1.4776195481754475,0.7969015262154266,0.8074270967027076
24120126,1767033335,2025-12-29 18:35:35+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3745416910137104640007969,118862102852201465978,3745416.910137104640007969,118.862102852201465978,u0_ixs_u1_eth,118.86210285220146,3745416.910137105,2934.3844271478843,21431.57970007549,4.66601162394239e-05,0.1369187184618756,348787.10358755005,512817.6834414102,861604.7870289603,IXS,ETH,464675.88400933205,1686483.7969487393,78.69153000153314,461822.40036987874,1.478691658233813,0.7974797306272708,0.8080129381074459
24120726,1767040571,2025-12-29 20:36:11+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3745416910137104640007969,118862102852201465978,3745416.910137104640007969,118.862102852201465978,u0_ixs_u1_eth,118.86210285220146,3745416.910137105,2931.1943705366753,21431.57970007549,4.66601162394239e-05,0.13676987004958624,348407.9267505242,512260.1840809746,860668.1108314988,IXS,ETH,464170.72103131894,1686483.7969487393,78.69153000153314,461320.3394988237,1.4770841285398002,0.7966127666863991,0.8071345232033506
24121326,1767047831,2025-12-29 22:37:11+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3750913012410220871391376,118606851966364619101,3750913.012410220871391376,118.606851966364619101,u0_ixs_u1_eth,118.60685196636462,3750913.0124102207,2940.049075101389,21481.509638160183,4.6551663120713825e-05,0.1368641741024861,348709.9654243976,513365.6115737931,862075.5769981907,IXS,ETH,464971.9708836535,1688447.1856796842,78.600024584878,462175.859167434,1.479499630996687,0.797987876818846,0.8086313560994788
24121926,1767055067,2025-12-30 00:37:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3750913012410220871391376,118606851966364619101,3750913.012410220871391376,118.606851966364619101,u0_ixs_u1_eth,118.60685196636462,3750913.0124102207,2930.747208129177,21481.509638160183,4.6551663120713825e-05,0.13643115672480202,347606.70026541373,511741.4010572381,859348.1013226518,IXS,ETH,463500.87046713487,1688447.1856796842,78.600024584878,460713.60522203177,1.4748187197596891,0.7954631648545225,0.8060729697896389
24122526,1767062291,2025-12-30 02:38:11+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3750913012410220871391376,118606851966364619101,3750913.012410220871391376,118.606851966364619101,u0_ixs_u1_eth,118.60685196636462,3750913.0124102207,2927.167749130553,21481.509638160183,4.6551663120713825e-05,0.13626452695534366,347182.1519018442,511116.3872867218,858298.539188566,IXS,ETH,462934.7751188012,1688447.1856796842,78.600024584878,460150.91409144696,1.4730174544976629,0.7944916283891409,0.8050884750719581
24123126,1767069575,2025-12-30 04:39:35+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3755814452081490721053593,118379718741490684171,3755814.452081490721053593,118.379718741490684171,u0_ixs_u1_eth,118.37971874149068,3755814.452081491,2952.4587917277477,21526.086305009325,4.645526296934387e-05,0.13715724957586378,349511.2413605722,515137.18016477715,864648.4215253494,IXS,ETH,466398.1710286987,1690198.1413456663,78.51859912650916,463645.85661041725,1.4839151632656762,0.8004355306494638,0.811203290574645
24123726,1767076859,2025-12-30 06:40:59+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3761763158481490721053593,118104686436399801108,3761763.158481490721053593,118.104686436399801108,u0_ixs_u1_eth,118.1046864363998,3761763.158481491,2945.7337318203445,21580.249516628162,4.633866717942594e-05,0.13650137499803128,347904.9587217676,513485.8435496606,861390.8022714282,IXS,ETH,464688.5081584465,1692323.2151759826,78.42000222805588,462008.8916252215,1.4783244162213318,0.7975013962728996,0.8083392266266692
24124326,1767084107,2025-12-30 08:41:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3761763158481490721053593,118104686436399801108,3761763.158481490721053593,118.104686436399801108,u0_ixs_u1_eth,118.1046864363998,3761763.158481491,2981.939004067497,21580.249516628162,4.633866717942594e-05,0.13817907905883262,352180.971047862,519796.9688764177,871977.9399242798,IXS,ETH,470399.87771173037,1692323.2151759826,78.42000222805588,467687.32668579975,1.4964941297228407,0.8073032853091169,0.8182743207093196
24124926,1767091403,2025-12-30 10:43:23+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3777732859399867283008158,117369748443634960806,3777732.859399867283008158,117.369748443634960806,u0_ixs_u1_eth,117.36974844363496,3777732.8593998672,2977.986561049343,21725.99087534383,4.6027820122803685e-05,0.1370702297601059,349525.533538887,517814.71101024165,867340.2445491287,IXS,ETH,468031.7449957264,1698028.1182620153,78.15653279082686,465498.20861858944,1.4885348871931972,0.8032390807625978,0.8144441996066316
24125526,1767098651,2025-12-30 12:44:11+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3780787334145877699246739,117229741395262701373,3780787.334145877699246739,117.229741395262701373,u0_ixs_u1_eth,117.2297413952627,3780787.3341458775,2976.433814227517,21753.92224646062,4.5968721808900496e-05,0.13682285798882934,348926.5663220072,517298.12850580615,866224.6948278133,IXS,ETH,467456.19169216487,1699119.2772319692,78.10634137521646,464956.71114958415,1.4866203736109986,0.8022513124938303,0.8134967857077858
24126126,1767105899,2025-12-30 14:44:59+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3795730808485177699246739,116547365583178995166,3795730.808485177699246739,116.547365583178995166,u0_ixs_u1_eth,116.547365583179,3795730.808485178,2967.8162350180287,21890.830134142965,4.568122788730188e-05,0.13557348975949285,345891.16372634005,514600.47189395677,860491.6356202968,IXS,ETH,464494.72429905605,1704457.5783879233,77.86171506257745,462158.5240981302,1.4767812606511606,0.7971688231712933,0.8086010263444273
24126726,1767113123,2025-12-30 16:45:23+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3797616250551216146031277,116461572688604796640,3797616.250551216146031277,116.46157268860479664,u0_ixs_u1_eth,116.4615726886048,3797616.2505512163,2976.4719635225765,21908.1345327777,4.56451460302956e-05,0.13586149743006867,346644.60593537876,515949.8304646511,862594.4364000299,IXS,ETH,465647.0303881342,1705131.1203857216,77.8309589908078,463323.3346604296,1.4803901008279206,0.799146418267448,0.8106390002582703
24127326,1767120359,2025-12-30 18:45:59+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3781562278799700553536898,117201204835558055612,3781562.278799700553536898,117.201204835558055612,u0_ixs_u1_eth,117.20120483555806,3781562.2787997006,2972.512230751356,21760.31633640152,4.595521427816563e-05,0.1366024365086467,348382.0148324913,516570.6210932294,864952.6359257207,IXS,ETH,466764.6254790585,1699368.968371358,78.09486507917103,464275.88321342575,1.4844372579695542,0.8010644421260797,0.8123055966693148
24127926,1767127655,2025-12-30 20:47:35+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,3781861169009700553536898,117187518375235654668,3781861.169009700553536898,117.187518375235654668,u0_ixs_u1_eth,117.18751837523565,3781861.1690097004,2960.074518273693,21763.050876767993,4.5949439977990296e-05,0.13601376640779558,346883.7870022652,514385.1816283982,861268.9686306634,IXS,ETH,464779.3555616557,1699475.7417974921,78.08995859177439,462304.1931211184,1.4781153245461192,0.7976573091686031,0.8088558915375442
