block_number,timestamp,datetime_utc,vault_owner,vault,module,poolKey_currency0,poolKey_currency1,poolKey_symbol0,poolKey_symbol1,fee_uint24,fee_rate,tick_spacing,hooks,vault_underlying0_raw,vault_underlying1_raw,vault_underlying0,vault_underlying1,underlying_mapping_mode,amt_eth,amt_ixs,eth_usd,spot_ixs_per_eth,spot_eth_per_ixs,ixs_usd,value_eth_usd,value_ixs_usd,value_total_usd,ixs_symbol,eth_symbol,hold_value_usd,full_range_lp_amt_ixs,full_range_lp_amt_eth,full_range_lp_value_usd,vault_value_index,hold_value_index,full_range_lp_value_index
24207126,1768082183,2026-01-10 21:56:23+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4019842158551578044766749,107084201879074904860,4019842.158551578044766749,107.08420187907490486,u0_ixs_u1_eth,107.08420187907491,4019842.158551578,3082.321673073455,24534.205190013618,4.075942107173047e-05,0.12563364695132168,330067.95629564574,505027.4305475078,835095.3868431536,IXS,ETH,453824.4769667338,1804434.3161529577,73.54769808835843,453395.32764482056,1.4331960557143522,0.7788564763051586,0.7932687771772575
24207726,1768089407,2026-01-10 23:56:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4015415301799409180450206,107265372964954102186,4015415.301799409180450206,107.265372964954102186,u0_ixs_u1_eth,107.2653729649541,4015415.301799409,3083.9216391959803,24507.402105384022,4.080399855112796e-05,0.12583633409754494,330798.0048230495,505285.14145762473,836083.1462806741,IXS,ETH,454319.1395073409,1803448.3942167277,73.58790566465342,453878.66932467424,1.4348912547923887,0.7797054193280482,0.7941144406412548
24208326,1768096655,2026-01-11 01:57:35+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4015415301799409180450206,107265372964954102186,4015415.301799409180450206,107.265372964954102186,u0_ixs_u1_eth,107.2653729649541,4015415.301799409,3090.4764669469005,24507.402105384022,4.080399855112796e-05,0.1261037972795964,331501.11086647294,506359.11721150205,837860.228077975,IXS,ETH,455284.7878122678,1803448.3942167277,73.58790566465342,454843.3814170398,1.4379410939636974,0.7813626711385989,0.7958023186037698
24208926,1768103879,2026-01-11 03:57:59+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4015415301799409180450206,107265372964954102186,4015415.301799409180450206,107.265372964954102186,u0_ixs_u1_eth,107.2653729649541,4015415.301799409,3092.8763348169095,24507.402105384022,4.080399855112796e-05,0.12620172148468714,331758.53358861606,506752.32356303994,838510.8571516561,IXS,ETH,455638.3330813098,1803448.3942167277,73.58790566465342,455196.5839178915,1.4390577077503663,0.7819694277954916,0.7964202881743916
24209526,1768111139,2026-01-11 05:58:59+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4015415301799409180450206,107265372964954102186,4015415.301799409180450206,107.265372964954102186,u0_ixs_u1_eth,107.2653729649541,4015415.301799409,3096.6360588012267,24507.402105384022,4.080399855112796e-05,0.12635513325669584,332161.82178403914,507368.3355398399,839530.1573238791,IXS,ETH,456192.21050271706,1803448.3942167277,73.58790566465342,455749.9243456576,1.44080703723947,0.7829199957763674,0.7973884227309977
24210126,1768118363,2026-01-11 07:59:23+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4039605577308252380450206,106284699158043586799,4039605.577308252380450206,106.284699158043586799,u0_ixs_u1_eth,106.28469915804358,4039605.5773082525,3090.816029293808,24653.52871442937,4.056214473730545e-05,0.12537012713659915,328506.4518263512,506445.86480885063,834952.3166352018,IXS,ETH,453925.9723307381,1808816.979057245,73.36949610781556,453543.229262492,1.4329505177064106,0.7790306632994302,0.7935275485589615
24210726,1768125587,2026-01-11 09:59:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4044197722228834483488480,106099190657885890671,4044197.72222883448348848,106.099190657885890671,u0_ixs_u1_eth,106.09919065788588,4044197.7222288344,3101.452335243893,24681.317616005228,4.051647547987975e-05,0.12565991749292496,329061.5826333872,508193.55210035044,837255.1347337376,IXS,ETH,455221.1036393244,1809836.1208027347,73.32818081110469,454847.715231574,1.4369026288877755,0.7812533759527892,0.7958099011251291
24211326,1768132811,2026-01-11 12:00:11+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4048267996882023610192021,105934938679786078278,4048267.996882023610192021,105.934938679786078278,u0_ixs_u1_eth,105.93493867978607,4048267.9968820238,3101.81006517355,24705.961557835686,4.047606071348566e-05,0.12554905251966553,328590.05905050325,508256.2113542223,836846.2704047256,IXS,ETH,455037.3498322953,1810739.4430816278,73.29159963447519,454673.24287777045,1.4362009333055767,0.7809380164913364,0.7955046410963769
24211926,1768140011,2026-01-11 14:00:11+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4048515934836812603313019,105924938679786078278,4048515.934836812603313019,105.924938679786078278,u0_ixs_u1_eth,105.92493867978608,4048515.934836813,3104.827287253298,24707.463123795227,4.047360083022532e-05,0.12566354027108131,328878.6400136322,508750.84521548025,837629.4852291124,IXS,ETH,455465.58388229215,1810794.4683311325,73.28937249681434,455101.68718756107,1.4375450916074584,0.7816729545128457,0.7962542551152986
24212526,1768147211,2026-01-11 16:00:11+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4057086138264207740333381,105579652663754829295,4057086.138264207740333381,105.579652663754829295,u0_ixs_u1_eth,105.57965266375483,4057086.1382642076,3107.166391996207,24759.394179747465,4.038871035132086e-05,0.1254944434196935,328053.5484354518,509141.76682722045,837195.3152626723,IXS,ETH,455311.60377946333,1812696.466685108,73.21247254780756,454966.66835098516,1.4367999663281008,0.7814086928733855,0.7960180236835747
24213126,1768154423,2026-01-11 18:00:23+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4057086138264207740333381,105579652663754829295,4057086.138264207740333381,105.579652663754829295,u0_ixs_u1_eth,105.57965266375483,4057086.1382642076,3122.101432549421,24759.394179747465,4.038871035132086e-05,0.1260976504466825,329630.3848295792,511589.02969492105,841219.4145245003,IXS,ETH,457500.12425403844,1812696.466685108,73.21247254780756,457153.5308439904,1.4437061512750167,0.7851646457398815,0.7998441983922828
24213726,1768161647,2026-01-11 20:00:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4084664816023536388527163,104473432823800980084,4084664.816023536388527163,104.473432823800980084,u0_ixs_u1_eth,104.47343282380098,4084664.8160235365,3119.7868001689308,24926.876877740757,4.011734020690661e-05,0.12515754843539356,325934.8366920298,511226.63455381367,837161.4712458435,IXS,ETH,455565.35351690877,1818817.0448192318,72.96610216113363,455277.3647641648,1.4367418830094851,0.7818441797992804,0.7965616238239569
24214326,1768168895,2026-01-11 22:01:35+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4092186809317932061167993,104173006079646646196,4092186.809317932061167993,104.173006079646646196,u0_ixs_u1_eth,104.17300607964664,4092186.809317932,3115.6585968366844,24972.655219340788,4.0043799556625494e-05,0.12476280833860523,324567.5219503713,510552.71857670165,835120.2405270729,IXS,ETH,454530.70473392034,1820486.4122952283,72.8991929895104,454257.99468044925,1.4332387097660022,0.7800685089259995,0.7947781152377511
24214926,1768176167,2026-01-12 00:02:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4096421934317932061167994,104004098441225316478,4096421.934317932061167994,104.004098441225316478,u0_ixs_u1_eth,104.00409844122531,4096421.934317932,3115.0607029201387,24998.448382877603,4.00024827414864e-05,0.12461016200724537,323979.07999689865,510455.80088539096,834434.8808822896,IXS,ETH,454200.9151031178,1821426.3200636958,72.86157493323708,453936.4576547957,1.4320624911505908,0.7795025218477228,0.7942155481630476
24215526,1768183391,2026-01-12 02:03:11+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4100033075666170296802014,103860214497974621488,4100033.075666170296802014,103.860214497974621488,u0_ixs_u1_eth,103.86021449797462,4100033.07566617,3124.8272143417184,25020.45181710115,3.996730384047314e-05,0.12489091872457475,324545.2247506394,512056.8976210919,836602.1223717313,IXS,ETH,455417.7730449771,1822227.7461860036,72.82952999835658,455159.3946931624,1.4357819248864063,0.7815909012473866,0.7963552212250291
24216126,1768190627,2026-01-12 04:03:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4101976250666170296802014,103782842120508573859,4101976.250666170296802014,103.782842120508573859,u0_ixs_u1_eth,103.78284212050858,4101976.2506661704,3148.2632568158883,25032.295991574996,3.994839308134441e-05,0.12576805810683467,326735.70853592147,515897.5874466387,842633.2959825601,IXS,ETH,458721.1769672926,1822658.9979856524,72.81229810478017,458464.56553520914,1.4461326636960696,0.7872602242331009,0.8021380087227562
24216726,1768197887,2026-01-12 06:04:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4118455817170274237191982,103128135906708699721,4118455.817170274237191982,103.128135906708699721,u0_ixs_u1_eth,103.1281359067087,4118455.8171702744,3154.660933934738,25132.856058647743,3.978855398154874e-05,0.1255193968633453,325334.30153440626,516946.09017954866,842280.3917139549,IXS,ETH,458703.0349148897,1826316.3333838035,72.66648601822563,458476.24929602246,1.4455270071282351,0.7872290887264797,0.8021584508448693
24217326,1768205147,2026-01-12 08:05:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4118472837328379415587336,103127461079178041882,4118472.837328379415587336,103.127461079178041882,u0_ixs_u1_eth,103.12746107917805,4118472.8373283795,3132.5529329064766,25132.96002166652,3.97883893953567e-05,0.12463923589604957,323052.2306667777,513323.3075032445,836375.5381700222,IXS,ETH,455487.45240740024,1826320.1106935223,72.66633572484481,455262.2861968586,1.4353930596270683,0.7817104854158096,0.7965352420861682
24217926,1768212383,2026-01-12 10:06:23+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4118472837328379415587336,103127461079178041882,4118472.837328379415587336,103.127461079178041882,u0_ixs_u1_eth,103.12746107917805,4118472.8373283795,3115.1640470263424,25132.96002166652,3.97883893953567e-05,0.12394736013349936,321258.9590149639,510473.83596837556,831732.7949833394,IXS,ETH,452959.02926519443,1826320.1106935223,72.66633572484481,452735.1129583649,1.4274251540109184,0.7773711894124096,0.7921136534583615
24218526,1768219619,2026-01-12 12:06:59+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4114618721614214121076217,103281786498935057299,4114618.721614214121076217,103.281786498935057299,u0_ixs_u1_eth,103.28178649893506,4114618.721614214,3115.296632280204,25109.31284236967,3.982586087790469e-05,0.12406937027059642,321753.4016560154,510498.153694282,832251.5553502975,IXS,ETH,453198.3143380544,1825460.7315672454,72.70054513347523,452967.52683850075,1.4283154538778542,0.7777818519882269,0.7925202890438054
24219126,1768226855,2026-01-12 14:07:35+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4134621183070244629929518,102490026668639095671,4134621.183070244629929518,102.490026668639095671,u0_ixs_u1_eth,102.49002666863909,4134621.1830702447,3104.973478542133,25261.65463267986,3.958568884503493e-05,0.12291251399365462,318228.8146212003,508196.68402258225,826425.4986437826,IXS,ETH,450291.10078341636,1830990.023100254,72.48100133280997,450103.1736731039,1.4183167380141375,0.7727924734510311,0.7875087642344935
24219726,1768234091,2026-01-12 16:08:11+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4130198508903948076670631,102665895964139095671,4130198.508903948076670631,102.665895964139095671,u0_ixs_u1_eth,102.6658959641391,4130198.508903948,3129.556028390824,25210.65632791463,3.966576621381907e-05,0.12413623777519854,321298.6736247167,512707.30416007095,834005.9777847877,IXS,ETH,454328.4351146486,1829140.8852696691,72.55427472724475,454125.3357163456,1.4313264049054646,0.7797213725088928,0.7945460126821673
24220326,1768241327,2026-01-12 18:08:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4156031982235256601152228,101650763821353563746,4156031.982235256601152228,101.650763821353563746,u0_ixs_u1_eth,101.65076382135356,4156031.9822352566,3103.026677504328,25508.221399137197,3.920304690603887e-05,0.12164810038889212,315425.0319263519,505573.39579440077,820998.4277207527,IXS,ETH,447771.01105058787,1839904.0276634577,72.12984389910036,447641.65972626244,1.4090027641094662,0.7684674792982201,0.7832020543070692
24220926,1768248587,2026-01-12 20:09:47+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4156031982235256601152228,101650763821353563746,4156031.982235256601152228,101.650763821353563746,u0_ixs_u1_eth,101.65076382135356,4156031.9822352566,3121.2186532792325,25508.221399137197,3.920304690603887e-05,0.12236128126850922,317274.2601592905,508537.39833920816,825811.6584984986,IXS,ETH,450396.13813853415,1839904.0276634577,72.12984389910036,450266.02847198263,1.417263261622194,0.7729727392331551,0.7877936979761688
24221526,1768255799,2026-01-12 22:09:59+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4156031982235256601152228,101650763821353563746,4156031.982235256601152228,101.650763821353563746,u0_ixs_u1_eth,101.65076382135356,4156031.9822352566,3099.718851480881,25508.221399137197,3.920304690603887e-05,0.1215184235301379,315088.7888844803,505034.4546220625,820123.2435065429,IXS,ETH,447293.68721266015,1839904.0276634577,72.12984389910036,447164.4737768292,1.407500767351263,0.767648293068007,0.7823671610218662
24222126,1768263023,2026-01-13 00:10:23+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4162668868928176241588489,101393019635340677074,4162668.868928176241588489,101.393019635340677074,u0_ixs_u1_eth,101.39301963534068,4162668.8689281764,3097.1395679387683,25584.781855369423,3.9085734858049306e-05,0.12105397597082808,314028.33302540606,503907.6172337455,817935.9502591516,IXS,ETH,446236.73244753625,1842663.105816532,72.02184158665462,446123.39066769177,1.4037469206599262,0.7658343405252077,0.7805456629283254
24222726,1768270235,2026-01-13 02:10:35+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4165470846458187016927761,101283956038483858379,4165470.846458187016927761,101.283956038483858379,u0_ixs_u1_eth,101.28395603848386,4165470.846458187,3101.1058209287294,25617.21016091819,3.9036257020899474e-05,0.12105556387478134,314092.2656376318,504253.4221219586,818345.6877595903,IXS,ETH,446519.0150028654,1843830.5091599424,71.97624165854346,446411.883951764,1.404450114784524,0.766318795656045,0.7810504160669794
24223326,1768277495,2026-01-13 04:11:35+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4167045141572437016927761,101222739073412129255,4167045.141572437016927761,101.222739073412129255,u0_ixs_u1_eth,101.22273907341213,4167045.1415724372,3115.8213335160017,25635.43906254933,3.9008499037603555e-05,0.12154351348980356,315391.9698418613,506477.3073773299,821869.2772191912,IXS,ETH,448474.8548583038,1844486.4164112322,71.95064659945038,448370.71926967613,1.4104973216006782,0.7696754205525369,0.7844776302498064
24223926,1768284731,2026-01-13 06:12:11+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4167045141572437016927761,101222739073412129255,4167045.141572437016927761,101.222739073412129255,u0_ixs_u1_eth,101.22273907341213,4167045.1415724372,3124.5316462969504,25635.43906254933,3.9008499037603555e-05,0.12188328971753644,316273.65155973507,507893.170256326,824166.821816061,IXS,ETH,449728.5712438317,1844486.4164112322,71.95064659945038,449624.14454302157,1.4144403823646818,0.7718270566494808,0.7866706460866364
24224526,1768291955,2026-01-13 08:12:35+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4179299426092641676009067,100747711664972142231,4179299.426092641676009067,100.747711664972142231,u0_ixs_u1_eth,100.74771166497214,4179299.426092642,3124.233745468492,25777.55415121916,3.879343998789368e-05,0.12119977431298423,314759.4005624356,506530.14722881274,821289.5477912483,IXS,ETH,448419.3929437577,1849591.9865189865,71.75203573111335,448340.2626744107,1.4095023862404792,0.7695802364592917,0.7844243428323805
24225126,1768299203,2026-01-13 10:13:23+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4184333088299339916009067,100553344836915527432,4184333.088299339916009067,100.553344836915527432,u0_ixs_u1_eth,100.55334483691553,4184333.08829934,3137.176542737753,25836.044238391034,3.8705615719377484e-05,0.12142634970705268,315453.59471619176,508088.2928706274,823541.8875868192,IXS,ETH,449757.80007111677,1851689.1889507063,71.6707701792518,449687.71801259444,1.4133678662347389,0.771877219350219,0.7867818753944702
24225726,1768306475,2026-01-13 12:14:35+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4214052438453109776009067,99414693403099130439,4214052.438453109776009067,99.414693403099130439,u0_ixs_u1_eth,99.41469340309914,4214052.43845311,3130.078074072947,26182.727717636757,3.8193117645507856e-05,0.11954744012269272,311175.75206172507,503779.18155986036,814954.9336215854,IXS,ETH,445716.82534847,1864071.3256239365,71.19469543917279,445689.910368912,1.3986308807987442,0.7649420726292775,0.7797872378507453
24226326,1768313735,2026-01-13 14:15:35+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4218714339490609776009067,99237450924057061464,4218714.339490609776009067,99.237450924057061464,u0_ixs_u1_eth,99.23745092405706,4218714.33949061,3138.0005921910433,26237.319578292285,3.81136494151392e-05,0.11960065443526863,311407.1797672207,504560.9958785289,815968.1756457497,IXS,ETH,446374.9932294651,1866013.6391504249,71.12058964644734,446352.90485505597,1.4003698132553175,0.7660716245653812,0.7809472251581371
24226926,1768321079,2026-01-13 16:17:59+00:00,0xe35AA548804D8973af16bC24d1083D454E81ba7B,0x90bdE935Ce7FEB6636aFD5A1A0340af45EEAe600,0xC56d93dD1D48f93814901cF685C3cD0eAc0E849D,0x0000000000000000000000000000000000000000,0x73d7c860998CA3c01Ce8c808F5577d94d545d1b4,ETH,IXS,7000,0.007,50,0x0000000000000000000000000000000000000000,4234722811299566821862427,98631618070473616759,4234722.811299566821862427,98.631618070473616759,u0_ixs_u1_eth,98.63161807047362,4234722.811299567,3174.678162421862,26425.215028665996,3.784264381255566e-05,0.12013821492002924,313123.6440126661,508752.0392306578,821875.6832433238,IXS,ETH,449970.8257004848,1872683.337001668,70.86728849586225,449961.6664357279,1.410508315660356,0.7722428153007972,0.7872611805777803
