t0_datetime_utc,t1_datetime_utc,vault_value_usd_t0,vault_value_usd_t1,vault_index_t1,hold_index_t1,full_range_lp_index_t1,amt_eth_t0,amt_eth_t1,amt_ixs_t0,amt_ixs_t1,mapping_mode
2025-12-10 13:52:23+00:00,2026-02-07 01:06:47+00:00,582680.4947679782,465883.9076173087,0.7995529484864984,0.4524379384806987,0.4592709411330825,70.41655706106886,101.4065536439511,1884670.2514807216,4072712.647639968,u0_ixs_u1_eth
